code,file_size,pricesens,link,time,notices,pages
IXU,167.2KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01943080,23/01/2018 8:34 AM,Appointment of Nerida Caesar to the IXUP Advisory Board,2
S32,125.2KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01943079,23/01/2018 8:33 AM,South Africa Energy Coal Update,1
OLV,2.2MB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01943078,23/01/2018 8:33 AM,Investor Presentation,11
GMC,532.1KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01943077,23/01/2018 8:33 AM,Gulf Operational Update,2
QBE,581.7KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01943076,23/01/2018 8:33 AM,QBE UPDATES THE MARKET ON FY17 RESULTS EXPECTATIONS,4
FZR,243.9KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01943075,23/01/2018 8:33 AM,Daily share buy-back notice - Appendix 3E,2
WDE,11.8KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01943074,23/01/2018 8:33 AM,Weekly Net Tangible Asset Backing,1
TNG,429.6KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01943073,23/01/2018 8:33 AM,Quarterly Activities and Cashflow Reports,11
ISD,249.6KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01943072,23/01/2018 8:32 AM,Change in substantial holding,4
KCN,121.2KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01943071,23/01/2018 8:32 AM,Change in substantial holding,2
ASL,568.8KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01943070,23/01/2018 8:32 AM,Change in substantial holding,25
IAU,240.0KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01943069,23/01/2018 8:32 AM,Daily share buy-back notice - Appendix 3E,2
BSM,1.8MB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01943068,23/01/2018 8:32 AM,Bass Metals well placed as it enters Transformational Year,7
BCI,1.2MB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01943067,23/01/2018 8:32 AM,Initial Kumina Drilling Confirms Iron Ore Potential,18
CYB,216.4KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01943066,23/01/2018 8:32 AM,Dividend Currency Exchange Rates,1
PVE,332.9KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01943065,23/01/2018 8:32 AM,PVE advances Saffron Energy Plc expansion with binding deals,5
AZM,4.5MB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01943064,23/01/2018 8:32 AM,Robust Anomalies Highlight Project-Wide Gold Endowment,17
SEH,419.3KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01943063,23/01/2018 8:31 AM,US$100M Debt Facility Finalised,2
TKF,255.1KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01943062,23/01/2018 8:31 AM,Becoming a substantial holder,8
NXM,1.5MB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01943061,23/01/2018 8:31 AM,Nexus Wallbrook Gold Project Update,8
BSE,450.5KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01943060,23/01/2018 8:31 AM,Toliara Sands Project acquisition completed,2
FCR,111.5KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01943059,23/01/2018 8:31 AM,Change of Principal and Registered Office Address,1
BKY,847.9KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01943058,23/01/2018 8:31 AM,Quarterly Report December 2017,13
SXE,55.4KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01943057,23/01/2018 8:31 AM,SCEE awarded NorthLink WA sub-contract,1
CRB,184.7KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01943056,23/01/2018 8:31 AM,TIMEFRAME ADVISED FOR MT MORGAN ENVIRONMENTAL AUTHORITY,1
MIN,151.4KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01943055,23/01/2018 8:31 AM,Mineral Resources Agreement Royalty Rate Clarification,2
HZR,151.4KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01943055,23/01/2018 8:31 AM,Mineral Resources Agreement Royalty Rate Clarification,2
SIX,1.1MB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01943054,23/01/2018 8:31 AM,Change of Director's Interest Notice,6
SLR,3.4MB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01943053,23/01/2018 8:31 AM,Quarterly Activities Report,32
BDI,2.6MB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01943052,23/01/2018 8:31 AM,Amendment - Further Acquisition at La Cobaltera,14
DRK,490.7KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01943051,23/01/2018 8:30 AM,Cleansing Prospectus,22
UUL,4.4MB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01943050,23/01/2018 8:30 AM,Investor Presentation,18
JRV,187.6KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01943049,23/01/2018 8:30 AM,Final Director's Interest Notice,2
JRV,194.8KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01943048,23/01/2018 8:30 AM,Director Resignation,1
JRV,457.8KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01943047,23/01/2018 8:30 AM,Appendix 3B,10
THX,1.4MB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01943046,23/01/2018 8:30 AM,Notice of Annual General Meeting,22
THX,705.1KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01943045,23/01/2018 8:30 AM,Appendix 4G and Corporate Governance Statement 2017,17
ASB,413.2KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01943044,23/01/2018 8:30 AM,Aulong JV secures contracts for four new high speed ferries,3
SPK,210.6KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01943043,23/01/2018 8:19 AM,Grant McBeath appointed as interim CEO of Spark HMB,1
TME,97.7KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01943042,23/01/2018 7:53 AM,Date of half-year results announcement,1
ZEL,180.5KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01943041,23/01/2018 7:32 AM,Profit Guidance,4
SAN,388.8KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01943040,23/01/2018 7:30 AM,Appointment and Resignation of Directors,7
TGH,354.4KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01943039,23/01/2018 7:30 AM,Foreign exchange rate for FY18 interim dividend payment,1
TGH,34.4KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01943038,23/01/2018 7:30 AM,Update - Dividend/Distribution - TGH,4
