code,file_size,pricesens,link,time,notices,pages
STA,675.1KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942712,22/01/2018 9:21 AM,Binding Offtake Agreement Signed for Fungoni Project,3
CGS,1.3MB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942711,22/01/2018 9:21 AM,Business Update & Appendix 4C,10
KNL,232.1KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942710,22/01/2018 9:18 AM,Board Approves Epanko Pilot Plant Program,2
CGL,399.6KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942709,22/01/2018 9:18 AM,Citadel Group Limited - Contracts Update,3
AQF,208.5KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942708,22/01/2018 9:18 AM,Daily share buy-back notice - Appendix 3E,2
WGF,642.8KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942707,22/01/2018 9:16 AM,Daily share buy-back notice - Appendix 3E,3
OKR,240.7KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942706,22/01/2018 9:16 AM,Trading Halt,2
GAP,120.9KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942705,22/01/2018 9:16 AM,Daily share buy-back notice - Appendix 3E,2
WAT,274.1KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942704,22/01/2018 9:13 AM,Daily share buy-back notice - Appendix 3E,2
QIN,216.6KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942703,22/01/2018 9:13 AM,Appointment of administrators,2
MA1,458.0KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942702,22/01/2018 9:10 AM,Daily share buy-back notice - Appendix 3E,2
SYD,43.7KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942701,22/01/2018 9:09 AM,Update - Dividend/Distribution - SYD,5
EHL,243.0KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942700,22/01/2018 9:06 AM,Second Quarter Operational Update,2
DHG,158.6KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942699,22/01/2018 9:06 AM,Resignation of CEO. Global search commenced for new CEO,1
FOR,31.4KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942698,22/01/2018 9:05 AM,Daily NAV,1
MEA,106.0KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942697,22/01/2018 9:02 AM,Earnings guidance and key organisational changes,2
MYO,132.3KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942696,22/01/2018 9:01 AM,Daily share buy-back notice - Appendix 3E,2
NUS,847.8KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942695,22/01/2018 8:59 AM,Potential Awak Mas Eastern Extension,17
WRM,7.1MB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942694,22/01/2018 8:59 AM,White Rock Presents Vancouver Resource Investment Conference,45
TBH,178.4KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942693,22/01/2018 8:58 AM,Quarterly Trading Update,2
YOJ,3.2MB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942692,22/01/2018 8:55 AM,Yojee Completes Blockchain Integration,4
LSX,1.1MB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942691,22/01/2018 8:54 AM,One Asia Update,4
AC8,120.3KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942690,22/01/2018 8:53 AM,HoA signed with Leading Wholesale Distributor in Australia,2
TAU,280.6KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942689,22/01/2018 8:51 AM,Change of Director's Interest Notice,2
BTC,37.1KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942688,22/01/2018 8:51 AM,Proposed Divestment of Biointelect,2
MON,147.3KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942687,22/01/2018 8:50 AM,iNAV - UBS IQ Cash ETF,1
IVR,1.8MB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942686,22/01/2018 8:50 AM,High Cobalt & REEs Upgrade Potential at Historic Copper Mine,12
ECG,121.0KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942685,22/01/2018 8:48 AM,Agreement to acquire Jessica's Suitcase Pty Ltd,3
TAU,280.5KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942684,22/01/2018 8:48 AM,Change of Director's Interest Notice,2
IPL,545.6KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942683,22/01/2018 8:44 AM,Daily share buy-back notice - Appendix 3E,2
IAU,205.9KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942682,22/01/2018 8:42 AM,Daily share buy-back notice - Appendix 3E,2
ANZ,104.6KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942681,22/01/2018 8:42 AM,Appendix 3E,2
FRN,661.0KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942680,22/01/2018 8:39 AM,Data Processing of Aeromagnetics Survey Completed,3
A3D,138.3KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942679,22/01/2018 8:38 AM,Appendix 3X - Mel Ashton,2
SDG,126.3KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942678,22/01/2018 8:37 AM,Daily share buy-back notice - Appendix 3E,2
A3D,142.6KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942677,22/01/2018 8:36 AM,Appendix 3X - Paul Kristensen,2
PCK,694.6KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942676,22/01/2018 8:35 AM,PainChek Head of Business Development ANZ Appointment,2
ASN,2.3MB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942675,22/01/2018 8:33 AM,Anson Reaches Sampling Depth in Gold Bar Unit 2 Drilling,3
KYK,253.6KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942674,22/01/2018 8:32 AM,Commencement of revenue from Bloomberg,1
CDV,726.4KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942673,22/01/2018 8:32 AM,Namdini Infill Drilling Results Returned,20
A3D,310.5KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942672,22/01/2018 8:32 AM,Appointments to the Aurora Labs Board,3
RAN,135.5KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942671,22/01/2018 8:32 AM,Change in substantial holding,2
RAN,77.4KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942670,22/01/2018 8:31 AM,Ceasing to be a substantial holder,2
AU8,176.9KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942669,22/01/2018 8:31 AM,Appendix 3B,15
AU8,138.2KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942668,22/01/2018 8:31 AM,Completion of $14m Capital Raising to Accelerate Growth,2
AJX,97.3KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942667,22/01/2018 8:31 AM,Alexium appoints new Company Secretary,2
OVR,50.2KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942666,22/01/2018 8:31 AM,Binding Term Sheet for the Sale of the McCleery Project,3
AVN,92.6KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942665,22/01/2018 8:31 AM,AVENTUS EXECUTES $110M LOAN NOTE FACILITY,1
NCZ,89.7KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942664,22/01/2018 8:31 AM,KEY OPERATIONAL APPOINTMENTS TO BOARD AND MANAGEMENT,6
AAR,2.9MB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942663,22/01/2018 8:30 AM,Quarterly Activities and Cashflow Report,26
API,132.0KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942662,22/01/2018 8:30 AM,API trading update and outlook,1
FGO,41.0KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942661,22/01/2018 8:30 AM,Release from Escrow,1
MTC,337.6KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942660,22/01/2018 8:30 AM,MTC Successfully Completes MERN Mining Claim Transfers,3
MGU,415.8KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942659,22/01/2018 8:30 AM,"Cloncurry East , Exciting first pass result from King Edward",9
NZC,3.3MB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942658,22/01/2018 8:30 AM,Monwezi returns positive Copper and Cobalt results,25
S2R,4.0MB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942657,22/01/2018 8:30 AM,Quarterly Activities Report,37
S2R,203.7KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942656,22/01/2018 8:29 AM,Quarterly Cashflow Report,6
CVN,553.5KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942655,22/01/2018 8:29 AM,Outtrim Project - Belgravia Prospect Update,2
WKT,422.9KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942654,22/01/2018 8:29 AM,Rights Issue Oversubscribed,1
MRV,416.2KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942652,22/01/2018 8:29 AM,Dispatch of Rights Issue,1
TMP,113.5KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942653,22/01/2018 8:29 AM,TMP Selected by Tier 1 Premium Advertiser for APAC Campaigns,3
MRV,861.3KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942651,22/01/2018 8:29 AM,MRV Tarong Basin Coal Progress Report,3
GMN,877.8KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942650,22/01/2018 8:29 AM,Appendix 3B,12
GMN,477.7KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942649,22/01/2018 8:29 AM,Issue of Options to Promotors,1
QAN,212.6KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942648,22/01/2018 8:29 AM,Ceasing to be a substantial holder,8
GMN,481.1KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942647,22/01/2018 8:29 AM,Exercise of Unlisted Options,1
RIO,231.6KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942646,22/01/2018 8:29 AM,Shareholdings of KMP/PDMR,2
MTC,188.6KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942645,22/01/2018 8:28 AM,MTC Cleansing Statement,1
SDL,1.0MB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942644,22/01/2018 8:28 AM,Company Update - January 2018,3
MDI,1.0MB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942643,22/01/2018 8:26 AM,Quarterly Activities Report,15
MDI,79.8KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942642,22/01/2018 8:26 AM,Quarterly Cashflow Report,5
BAT,389.0KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942641,22/01/2018 8:26 AM,80% of production covered after signing fourth offtake,2
TLM,2.7MB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942640,22/01/2018 8:25 AM,Quarterly Cashflow Report,5
TLM,1.2MB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942639,22/01/2018 8:25 AM,Quarterly Activities Report,23
CHN,5.3MB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942638,22/01/2018 8:25 AM,Investor Presentation,22
TAP,115.1KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942637,22/01/2018 8:25 AM,Change of registered office,1
GEV,323.8KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942636,22/01/2018 8:25 AM,GEV Appoints Shipping Industry Veteran as director,2
BSE,458.4KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942635,22/01/2018 8:25 AM,Shares issued under Retail Entitlement Offer,2
ZLD,132.1KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942634,22/01/2018 8:25 AM,Shares Begin Trading in the USA on the OTCQB Venture Market,2
BSE,255.5KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942633,22/01/2018 8:25 AM,Change of Director's Interest Notice x 4,10
BSE,169.4KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942632,22/01/2018 8:24 AM,Appendix 3B,8
SRI,158.3KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942631,22/01/2018 8:24 AM,Quarterly Cashflow Report,4
SRI,2.3MB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942630,22/01/2018 8:24 AM,Quarterly Activities Report,11
FGR,245.4KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942629,22/01/2018 8:24 AM,Project Development Update - FireStop,4
LEG,803.5KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942628,22/01/2018 8:24 AM,Resample Assay Results & New Drill Programme at Rockford,11
MTC,711.3KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942627,22/01/2018 8:23 AM,MTC Appendix 3B,14
TML,158.7KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942626,22/01/2018 8:23 AM,Letter to Shareholders,1
BAU,104.5KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942625,22/01/2018 8:22 AM,Receipt of Varied Proportional Off-Market Takeover Offer,1
MVT,104.5KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942625,22/01/2018 8:22 AM,BAU:Receipt of Varied Proportional Off-Market Takeover Offer,1
GXY,1.6MB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942624,22/01/2018 8:22 AM,Becoming a substantial holder,29
CGF,3.4MB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942623,22/01/2018 8:22 AM,Becoming a substantial holder,54
IOT,968.6KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942622,22/01/2018 8:22 AM,Appendix 3B,14
AU8,212.7KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942621,22/01/2018 8:21 AM,Cleansing Prospectus,28
IOT,440.0KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942620,22/01/2018 8:21 AM,Non-renounceable rights issue letter to option holders,3
LMW,12.9KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942619,22/01/2018 8:21 AM,Change of Director's Interest Notice,4
XRO,140.7KB,False,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942618,22/01/2018 7:38 AM,Shareholder update on Xero listing,3
BCK,173.6KB,True,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=01942617,22/01/2018 7:30 AM,Delay in Despatch of Circular,1
